GEOID,Total count,Optometry_count,Ophthalmology_count,Others_count,NAMESLAD,TotalPop,WhitePerc,Median_household_income,Mean_household_income,Bach_or_higher_perc,No_high_school_grad_perc,Percent_insured,index,TRACTCE,POPULATION_x,Clean Zip,Full Address,Optometry,Distances,BlackPerc,AsianPerc,Median Age,HispPerc,PercVisionDisab,DistancesLog,BelowPovertyPerc
17031730400,7,6,0,1,Census Tract 7304,3386,0.53,82838,86114,28.2,15.2,92.3,3153,730400,3386,60643,1439 W 103RD ST STE 3  CHICAGO IL 60643,TRUE,1415.9,95.87,0.06,40.3,2.4,3.2,3.15103,18.2
17031730500,1,1,0,0,Census Tract 7305,4220,0.59,58254,71308,29.9,11.5,86.5,3154,730500,4220,60643,1439 W 103RD ST STE 3  CHICAGO IL 60643,TRUE,1875.58,95.66,0.14,47.5,0,5.5,3.27314,23.1
17031730600,7,6,0,1,Census Tract 7306,3254,1.04,58576,70473,25.1,5.7,96.1,3155,730600,3254,60643,1439 W 103RD ST STE 3  CHICAGO IL 60643,TRUE,860.49,96.16,0.12,34.4,0.3,0.5,2.93475,21.2
17031730700,7,6,0,1,Census Tract 7307,2281,0.44,52652,61279,21.3,11.4,92.1,3156,730700,2281,60643,1439 W 103RD ST STE 3  CHICAGO IL 60643,TRUE,902.3,94.34,0.57,41.1,0.7,6.5,2.95535,14.9
17031740100,8,7,0,1,Census Tract 7401,3234,81.54,95701,111506,32.8,7.3,98.6,3331,740100,3234,60655,3135 W 111TH ST  CHICAGO IL 60655,TRUE,680.72,2.75,1.08,38,14.3,1.6,2.83297,12.2
17031740200,6,6,0,0,Census Tract 7402,5830,88.23,109365,116410,39.6,3.5,97.3,3334,740200,5830,60805,10113 S CENTRAL PARK AVE  EVERGREEN PARK IL 60805,TRUE,708.5,2.02,0.79,35.6,9,1.1,2.85034,7.1
17031740300,6,6,0,0,Census Tract 7403,4869,89.3,125380,127865,45.7,5.9,97.9,3335,740300,4869,60655,3402 W 111TH ST  CHICAGO IL 60655,TRUE,579.29,1.38,0.27,41.4,10.8,1.3,2.7629,0.4
17031740400,6,6,0,0,Census Tract 7404,4695,79.72,97750,107382,33.8,2.2,95.8,3336,740400,4695,60655,3402 W 111TH ST  CHICAGO IL 60655,TRUE,673.02,10.42,0.77,36,9.8,1.9,2.82803,2.0
17031750100,7,6,0,1,Census Tract 7501,3736,0.48,50625,76302,33.6,7.8,89.1,3157,750100,3736,60643,1439 W 103RD ST STE 3  CHICAGO IL 60643,TRUE,1417.28,94.75,0.13,43,1.7,3.1,3.15145,15.1
17031750200,6,5,0,1,Census Tract 7502,3024,34.66,71228,89151,43.5,1.3,99.1,3329,750200,3024,60655,10417 S CAMPBELL AVE  CHICAGO IL 60655,TRUE,1388.2,56.71,0.76,43.7,8.3,1.1,3.14245,5.7
17031750300,12,11,0,1,Census Tract 7503,2470,85.38,100938,120163,62.9,0.9,98.8,3330,750300,2470,60655,10417 S CAMPBELL AVE  CHICAGO IL 60655,TRUE,1034.1,7.33,0.28,40.8,2.9,2.3,3.01456,2.2
17031750400,12,11,0,1,Census Tract 7504,2909,59.64,103785,127605,56.6,4.3,98.1,3332,750400,2909,60655,3135 W 111TH ST  CHICAGO IL 60655,TRUE,1356.92,31.59,0.52,44.5,6.9,0.4,3.13255,5.5
17031750500,6,5,0,1,Census Tract 7505,5618,18.94,54058,72846,25.2,9.3,89.1,3333,750500,5618,60655,3135 W 111TH ST  CHICAGO IL 60655,TRUE,2191.32,74.47,0.43,48.3,4.3,8,3.34071,14.6
17031750600,7,6,0,1,Census Tract 7506,3420,0.85,52833,67738,21.9,15,92.9,3158,750600,3420,60643,1439 W 103RD ST STE 3  CHICAGO IL 60643,TRUE,2238.52,94.62,0.03,37.4,3.6,2.4,3.34996,22.7
17031760801,19,7,11,1,Census Tract 7608.01,4403,53.33,71215,79079,60.6,8.2,88.3,3338,760801,4403,60068,1600 BROPHY AVE  PARK RIDGE IL 60068,TRUE,1490.71,4.29,31.57,32.4,9.5,1.2,3.17339,12.4
17031760802,14,8,5,1,Census Tract 7608.02,2374,87.49,66193,89672,29.8,9.6,90.2,3341,760802,2374,60656,4642 N CUMBERLAND AVE  CHICAGO IL 60656,TRUE,337.87,1.26,2.32,58.3,10.8,3.3,2.52874,16.0
17031760803,11,9,1,1,Census Tract 7608.03,6394,75.73,52110,66831,34.9,8.6,77.1,3342,760803,6394,60656,4642 N CUMBERLAND AVE  CHICAGO IL 60656,TRUE,1272.7,3.02,8.1,38.3,6.1,2.2,3.10473,10.6
17031770201,9,9,0,0,Census Tract 7702.01,5894,69.7,80853,87479,45.4,7.5,91.8,3345,770201,5894,60007,1030 CHARLELA LN APT 202 ELK GROVE VILLAGE IL 60007,TRUE,833.61,4.02,12.88,43.5,10.1,0.5,2.92096,3.3
17031770202,26,25,0,1,Census Tract 7702.02,5060,82.09,77235,97560,35.1,3.6,95.8,3346,770202,5060,60007,720 WELLINGTON AVE UNIT 415 ELK GROVE VILLAGE IL 60007,TRUE,348.82,1.42,5.81,53.1,16.1,0.3,2.54261,13.3
17031770300,50,27,23,0,Census Tract 7703,7234,76.09,83885,101085,32.9,6,96.3,3347,770300,7234,60007,405 RIDGEWOOD RD  ELK GROVE VILLAGE IL 60007,TRUE,1726.42,1.94,6.26,38.1,13.1,0.7,3.23715,4.4
17031770400,9,9,0,0,Census Tract 7704,4375,64.85,88029,95686,24.5,8.9,83.2,3348,770400,4375,60007,405 RIDGEWOOD RD  ELK GROVE VILLAGE IL 60007,TRUE,373.78,1.94,10.97,37.3,26.8,0.9,2.57262,2.4
17031770500,14,14,0,0,Census Tract 7705,4632,22.54,49349,55324,5.4,43.3,71.4,3349,770500,4632,60018,782 W OAKTON ST  DES PLAINES IL 60018,TRUE,1252.78,0.97,0.71,26.9,86.2,1.8,3.09788,27.8
17031770601,42,14,27,1,Census Tract 7706.01,3272,68.52,96125,106831,30.7,14.4,91.3,3350,770601,3272,60018,1070 E OAKTON ST  DES PLAINES IL 60018,TRUE,896.92,1.56,12.93,49,6.3,0.2,2.95276,3.8
17031770602,5,5,0,0,Census Tract 7706.02,4762,42.67,78800,91720,22.8,25.2,75.2,3351,770602,4762,60018,1906 S TURES LN  DES PLAINES IL 60018,TRUE,629.66,2.71,11.61,39.2,46.7,0.9,2.79911,9.8
17031770700,9,7,1,1,Census Tract 7707,2537,74.06,60547,87560,32.1,9.2,91.3,3352,770700,2537,60018,7000 MANNHEIM RD  ROSEMONT IL 60018,TRUE,2176.9,1.5,4.38,37.4,21,0.7,3.33784,10.2
17031770800,5,5,0,0,Census Tract 7708,5661,63.19,67722,83786,32.8,15.4,90.8,3379,770800,5661,60131,3541 ROSE ST SUITE B FRANKLIN PARK IL 60131,TRUE,2308.57,1.52,7.79,42.9,18.2,0.5,3.36334,3.6
17031770901,7,7,0,0,Census Tract 7709.01,5245,79.35,94188,105017,28.8,13.2,95,2662,770901,5245,60706,4970 N HARLEM AVE  HARWOOD HEIGHTS IL 60706,TRUE,741.91,0.48,9.06,44.7,9.6,2.6,2.87035,5.2
17031770902,11,9,1,1,Census Tract 7709.02,3732,85.85,78809,90007,26.8,14,88.4,3343,770902,3732,60656,4642 N CUMBERLAND AVE  CHICAGO IL 60656,TRUE,702.21,0.64,6.24,46.2,5.4,0.7,2.84647,5.0
17031800100,8,5,2,1,Census Tract 8001,2395,88.6,238542,447330,86.4,0.3,99.5,3382,800100,2395,60093,910 GREEN BAY RD  WINNETKA IL 60093,TRUE,2209.29,0.88,3.63,43.8,2,1,3.34425,2.5
17031800200,0,0,0,0,Census Tract 8002,6466,86.82,208365,320435,86.4,0,98.8,3383,800200,6466,60093,910 GREEN BAY RD  WINNETKA IL 60093,TRUE,2436.24,1.1,4.58,49,0.8,1,3.38672,1.9
17031800300,8,5,2,1,Census Tract 8003,3613,88.68,224808,398832,92.5,0,99.6,3384,800300,3613,60093,910 GREEN BAY RD  WINNETKA IL 60093,TRUE,556.18,0.3,4.04,41.9,2.7,0.6,2.74522,2.4
17031800400,10,7,2,1,Census Tract 8004,3936,88.95,250000,396801,91,0.7,99.5,3385,800400,3936,60093,561 LINCOLN AVE  WINNETKA IL 60093,TRUE,390.99,0.1,3.53,41.1,1,0.8,2.59217,1.4
17031800500,10,7,2,1,Census Tract 8005,5133,89.64,250000,421769,88.6,1.7,97.1,3386,800500,5133,60093,548 CHESTNUT ST  WINNETKA IL 60093,TRUE,658.11,0.31,3.25,41.7,2.6,0.2,2.8183,2.7
17031800600,22,13,6,3,Census Tract 8006,2429,89.09,250000,392533,91.5,1,99.5,3387,800600,2429,60043,420 GREEN BAY RD  KENILWORTH IL 60043,TRUE,244.87,0.41,4.12,45.2,4.1,0.6,2.38893,3.3
17031800700,20,11,6,3,Census Tract 8007,5257,82.84,230972,316350,83.4,1.5,97.8,3388,800700,5257,60091,3217 LAKE AVE  WILMETTE IL 60091,TRUE,1502.7,0.34,8.69,44.3,3.2,0.8,3.17687,1.3
17031800800,20,11,6,3,Census Tract 8008,2426,77.49,105417,205456,68.4,0.5,96.1,3391,800800,2426,60091,3429 RIVERSIDE DR  WILMETTE IL 60091,TRUE,891.45,0.37,12.86,50.1,12.7,0.4,2.95009,10.4
17031800900,40,25,12,3,Census Tract 8009,4505,61.31,117208,163270,73.8,3,98.6,3389,800900,4505,60091,3217 LAKE AVE  WILMETTE IL 60091,TRUE,643.88,1.75,26.7,47.8,5.3,0.7,2.80881,1.8
17031801000,32,15,15,2,Census Tract 8010,5337,73.75,138897,219938,77.8,1,99,3392,801000,5337,60091,1716 HIGHLAND AVE  WILMETTE IL 60091,TRUE,1101.37,0.9,17.2,50.2,1,1,3.04193,3.2
17031801100,12,6,4,2,Census Tract 8011,4871,84.17,215694,290701,90.9,0.7,99,3393,801100,4871,60091,1716 HIGHLAND AVE  WILMETTE IL 60091,TRUE,347.99,0.8,5.19,42.7,1.4,0.2,2.54156,2.6
17031801200,12,6,4,2,Census Tract 8012,3651,89.87,236250,359556,89.6,0,99.3,3394,801200,3651,60091,713 GREENWOOD AVE  WILMETTE IL 60091,TRUE,189.92,0.33,4.16,52.4,3.7,0.1,2.27856,1.3
17031801300,12,6,4,2,Census Tract 8013,4430,84.04,131848,260100,88.6,4.3,99.7,3395,801300,4430,60091,1146 CENTRAL AVE  WILMETTE IL 60091,TRUE,778.07,1.2,6.23,44.9,1.5,1.4,2.89102,6.6
17031801400,34,21,10,3,Census Tract 8014,2922,72.25,151661,213873,79.5,4.1,99.6,3390,801400,2922,60091,3217 LAKE AVE  WILMETTE IL 60091,TRUE,1242.11,1.37,18.38,45,6,1.2,3.09416,4.4
17031801500,32,22,9,1,Census Tract 8015,6572,80.77,124488,200453,65,3.1,98.9,3396,801500,6572,60062,1605 OAKWOOD RD  NORTHBROOK IL 60062,TRUE,851.27,1.6,11.46,53.6,1.3,0.7,2.93007,3.8
17031801601,32,22,9,1,Census Tract 8016.01,4734,77.97,86250,152514,68,1.9,96.8,3397,801601,4734,60062,805 SUTTON DR  NORTHBROOK IL 60062,TRUE,1039.59,0.84,16.39,52.8,1.2,2.4,3.01686,8.6
17031801603,52,33,18,1,Census Tract 8016.03,4138,47.54,65417,88973,42.1,12.4,90.6,3398,801603,4138,60025,3815 TIMBERS EDGE LN  GLENVIEW IL 60025,TRUE,401.49,4.76,36.9,44.5,10.3,4,2.60367,20.6
17031801605,16,12,4,0,Census Tract 8016.05,5883,76.98,167045,199644,79.5,1.4,98.6,3399,801605,5883,60062,3117 DUNDEE RD  NORTHBROOK IL 60062,TRUE,1024.04,0.66,16.62,49.9,10.1,0.8,3.01032,1.8
17031801606,16,12,4,0,Census Tract 8016.06,6716,73.9,148133,204904,64.9,2.4,99.1,3400,801606,6716,60062,1938 JESSICA LN  NORTHBROOK IL 60062,TRUE,630.84,0.71,19.62,51.9,1.4,0.8,2.79992,4.7
17031801607,51,33,17,1,Census Tract 8016.07,5225,62.24,129750,175057,71.2,3.9,95.9,3401,801607,5225,60026,2050 PFINGSTEN RD STE 280  GLENVIEW IL 60026,TRUE,446.37,1.67,29.21,42.7,4.2,1.7,2.64969,2.6
17031801608,29,18,11,0,Census Tract 8016.08,7057,70.13,124855,165541,71.7,2.5,94.6,3402,801608,7057,60026,2640 PATRIOT BLVD STE 100  GLENVIEW IL 60026,TRUE,964.31,0.64,24.63,56.3,0.8,2.1,2.98422,4.9
17031801701,16,12,4,0,Census Tract 8017.01,3846,78.47,205324,231981,79.6,0.4,98,3403,801701,3846,60062,2766 WALTERS AVE  NORTHBROOK IL 60062,TRUE,431.75,0.05,14.61,42.4,3,0.2,2.63523,1.8
17031801702,29,18,11,0,Census Tract 8017.02,4756,81.71,171694,211456,76.7,2.1,99.6,3404,801702,4756,60062,1544 SHERMER RD  NORTHBROOK IL 60062,TRUE,294.63,0.4,12.3,41.2,5.2,1.1,2.46927,2.3
17031801800,46,32,12,2,Census Tract 8018,5972,82.85,162468,269850,79.6,0.1,99.1,3405,801800,5972,60093,1745 ORCHARD LN  NORTHFIELD IL 60093,TRUE,2032.06,0.75,10.55,54.3,1.1,0.8,3.30794,7.8
17031801901,59,38,19,2,Census Tract 8019.01,5016,65.83,94938,155169,62,8,92.3,3406,801901,5016,60093,191 WAUKEGAN RD SUITE 115 NORTHFIELD IL 60093,TRUE,485.17,1.54,9.45,57.2,17,1.3,2.68589,7.5
17031801902,42,26,12,4,Census Tract 8019.02,3420,83.54,173844,254309,76,2.7,97.8,3407,801902,3420,60025,1545 WAUKEGAN RD  GLENVIEW IL 60025,TRUE,900.41,0.73,8.25,41.1,7.4,0.7,2.95444,0.5
17031802002,35,21,13,1,Census Tract 8020.02,5130,75.83,136058,177611,64.4,2.6,98.5,3409,802002,5130,60025,1324 PFINGSTEN RD  GLENVIEW IL 60025,TRUE,1457.8,0.96,13.9,46,11.2,1,3.1637,3.0
17031802003,35,21,13,1,Census Tract 8020.03,2679,62.08,129250,154632,58.3,5.4,98.1,3410,802003,2679,60025,1324 PFINGSTEN RD  GLENVIEW IL 60025,TRUE,346.2,2.09,19.71,41.3,17.5,1.1,2.53933,9.2
17031802004,22,15,6,1,Census Tract 8020.04,5871,44.3,36639,73887,41.6,6.8,89.1,3411,802004,5871,60025,634 NAPLES CT  GLENVIEW IL 60025,TRUE,383.86,3.27,36.55,38.2,7.8,3.8,2.58417,32.4
17031802100,35,21,13,1,Census Tract 8021,3734,84.73,129423,212679,76.9,7.3,98.8,3412,802100,3734,60025,439 BRIARHILL LN  GLENVIEW IL 60025,TRUE,967.45,0.78,6.19,41.3,3.7,0.9,2.98563,12.0
17031802200,22,15,6,1,Census Tract 8022,4848,84.55,146818,197562,82.6,0,99.7,3408,802200,4848,60025,1545 WAUKEGAN RD  GLENVIEW IL 60025,TRUE,1284.81,0.99,7.55,47.2,0.7,0.6,3.10884,1.8
17031802300,51,33,17,1,Census Tract 8023,5968,66.81,108246,182629,72.1,2,98.4,3414,802300,5968,60025,1648 RIVERSIDE CT  GLENVIEW IL 60025,TRUE,1701.93,1.14,23.16,47.1,3.7,1.3,3.23094,4.7
17031802402,22,18,4,0,Census Tract 8024.02,5543,55.6,72353,117314,47.8,12.2,87.8,3415,802402,5543,60090,267 12TH ST APT D  WHEELING IL 60090,TRUE,901.77,1.82,15.24,45.1,29.9,3.5,2.9551,10.8
17031802403,36,29,6,1,Census Tract 8024.03,1531,77.34,69737,83950,58.8,2.5,91.9,3416,802403,1531,60089,225 LAKE BLVD APT 543  BUFFALO GROVE IL 60089,TRUE,701.24,1.11,13.39,52.5,5.8,0.4,2.84586,5.1
17031802404,36,29,6,1,Census Tract 8024.04,7558,45.47,59919,77554,29.9,12.8,85.2,3418,802404,7558,60090,609 DORSET CT  WHEELING IL 60090,TRUE,867.86,2.2,10.81,40.7,35.5,1.3,2.93845,13.3
17031802503,56,43,12,1,Census Tract 8025.03,6412,56.71,97050,97137,60,6.5,92.1,3417,802503,6412,60089,225 LAKE BLVD APT 543  BUFFALO GROVE IL 60089,TRUE,696.68,2.4,25.25,38.3,10,1.5,2.84303,8.2
17031802504,6,6,0,0,Census Tract 8025.04,6442,48.77,82800,95368,31.6,16.4,89.9,3419,802504,6442,60090,727 W DUNDEE RD  WHEELING IL 60090,TRUE,700.11,0.98,9.22,38.8,40.9,0.7,2.84516,9.3
17031802505,7,6,1,0,Census Tract 8025.05,6723,37.11,65570,80824,32,21.1,80.6,3420,802505,6723,60090,611 PRESTWICK LN  WHEELING IL 60090,TRUE,582.49,3.94,16.32,35.6,49.1,1.7,2.76529,14.4
17031802506,6,6,0,0,Census Tract 8025.06,2285,43.98,85905,101322,27.6,17.6,83.2,3421,802506,2285,60090,611 PRESTWICK LN  WHEELING IL 60090,TRUE,985.7,4.11,8.88,37.8,44.6,0.4,2.99374,4.6
17031802605,19,17,2,0,Census Tract 8026.05,7125,71.51,104762,120908,55.6,5.7,94.9,3423,802605,7125,60056,1802 E BASSWOOD LN  MOUNT PROSPECT IL 60056,TRUE,1571.27,1.53,19.31,46.4,5,1.3,3.19625,3.9
17031802607,1,0,1,0,Census Tract 8026.07,1536,87.11,122500,149546,48.3,3.5,96.7,3424,802607,1536,60056,1802 E BASSWOOD LN  MOUNT PROSPECT IL 60056,TRUE,2710.24,0.39,5.21,39.9,2.7,2.7,3.43301,3.3
17031802608,33,25,8,0,Census Tract 8026.08,6730,83.28,79820,104360,49.4,2.7,97.4,3427,802608,6730,60004,707 N CARLYLE LN  ARLINGTON HEIGHTS IL 60004,TRUE,1721.31,1.13,9.18,48.5,3,2.4,3.23586,6.4
17031802609,7,6,1,0,Census Tract 8026.09,6290,41.89,56045,73239,38.3,20.4,82.5,3425,802609,6290,60056,1802 E BASSWOOD LN  MOUNT PROSPECT IL 60056,TRUE,2243.52,1.94,17.58,32.9,44.9,1.4,3.35093,8.0
17031802610,19,17,2,0,Census Tract 8026.10,1757,69.44,116148,117847,49.3,5.1,95.6,3426,802610,1757,60056,1802 E BASSWOOD LN  MOUNT PROSPECT IL 60056,TRUE,1616.9,1.54,18.04,46.5,2.6,0.6,3.20868,2.6
17031802701,12,11,1,0,Census Tract 8027.01,6682,61.36,109151,141746,44.1,13.4,91.4,3430,802701,6682,60056,1713 FREEDOM CT  MT PROSPECT IL 60056,TRUE,948.65,1.5,15.94,41.5,18.2,3.1,2.97711,4.7
17031802702,49,20,28,1,Census Tract 8027.02,4710,66.79,105966,120470,55.3,4.9,97.8,3431,802702,4710,60056,1119 MOUNT PROSPECT PLZ  MOUNT PROSPECT IL 60056,TRUE,853.51,1.38,23.8,55.1,3.5,1.8,2.93121,8.2
17031802801,33,25,8,0,Census Tract 8028.01,5041,83.14,120721,147191,70.1,2.7,97.7,3428,802801,5041,60004,707 N CARLYLE LN  ARLINGTON HEIGHTS IL 60004,TRUE,976.61,1.03,6.23,44.2,9.6,0.8,2.98972,1.7
17031802802,51,27,24,0,Census Tract 8028.02,6991,79.1,122095,130656,49.8,8,94.9,3432,802802,6991,60056,PO BOX 463  MT PROSPECT IL 60056,TRUE,961.68,1.4,8.94,37.9,10.9,1.2,2.98303,2.1
17031802900,20,14,6,0,Census Tract 8029,6055,87.93,146630,170891,65.6,2.9,96.9,3429,802900,6055,60004,707 N CARLYLE LN  ARLINGTON HEIGHTS IL 60004,TRUE,897.17,0.63,4.86,45.5,8.1,0.9,2.95287,3.4
17031803005,50,37,12,1,Census Tract 8030.05,2614,82.21,92202,119844,60.3,0.6,99.2,3433,803005,2614,60004,3250 N ARLINGTON HEIGHTS RD STE 109  ARLINGTON HEIGHTS IL 60004,TRUE,557.64,1.26,8.65,45.7,12.7,1.8,2.74635,2.8
17031803007,50,37,12,1,Census Tract 8030.07,5153,81,93659,106390,53.1,4.2,94.8,3434,803007,5153,60004,3207 N CARRIAGEWAY DR  ARLINGTON HEIGHTS IL 60004,TRUE,207.3,0.85,10.27,41.6,10.6,1.2,2.3166,12.2
17031803008,26,20,6,0,Census Tract 8030.08,4767,78.27,137961,150835,64.1,3.7,95.6,3435,803008,4767,60004,2405 N EVERGREEN AVE  ARLINGTON HEIGHTS IL 60004,TRUE,837.91,1.22,10.43,43.6,8.7,0.9,2.9232,1.5
17031803010,50,37,12,1,Census Tract 8030.10,5351,75.65,119712,142741,53.5,5.2,94,3437,803010,5351,60089,1120 W LAKE COOK RD STE C  BUFFALO GROVE IL 60089,TRUE,508.71,1.59,10.43,43,19.7,1.5,2.70647,2.2
17031803012,50,37,12,1,Census Tract 8030.12,2234,66.2,76089,111845,58.4,7.6,92,3439,803012,2234,60089,6 W BEECHWOOD CT  BUFFALO GROVE IL 60089,TRUE,522.83,2.95,14.91,41.4,19.1,4.4,2.71836,3.8
17031803013,30,23,6,1,Census Tract 8030.13,5490,75.85,93938,117425,45.6,1.8,96.6,3440,803013,5490,60089,400 W DUNDEE RD STE 14-15 BUFFALO GROVE IL 60089,TRUE,475.35,1,11.11,47,9.6,1.5,2.67701,2.7
17031803014,7,6,1,0,Census Tract 8030.14,3677,65.54,71106,84195,41.3,7.1,90.3,3422,803014,3677,60090,611 PRESTWICK LN  WHEELING IL 60090,TRUE,2616.63,1.25,10.88,38.2,23.7,1.3,3.41774,7.0
17031803015,27,20,7,0,Census Tract 8030.15,4631,77.15,98793,133607,52.5,2.6,94.9,3441,803015,4631,60004,3145 N WILSHIRE LN  ARLINGTON HEIGHTS IL 60004,TRUE,2136.47,1.34,10.28,52.4,7.7,1.4,3.3297,3.8
17031803016,20,14,6,0,Census Tract 8030.16,2490,44.7,113819,132900,67.9,2.2,95.5,3436,803016,2490,60004,2405 N EVERGREEN AVE  ARLINGTON HEIGHTS IL 60004,TRUE,641.31,1.53,46.75,34.5,2.6,2,2.80707,2.3
17031803017,26,20,6,0,Census Tract 8030.17,6283,68.09,93693,123781,60.2,6.1,91.7,3442,803017,6283,60074,667 NEWKIRK LANE  PALATINE IL 60074,TRUE,437.36,2.15,14.17,40,14.7,1.6,2.64084,6.5
17031803100,20,14,6,0,Census Tract 8031,3616,85.12,132539,174266,67.2,3.2,98,3444,803100,3616,60004,1500 N ARLINGTON HEIGHTS RD STE 1504  ARLINGTON HEIGHTS IL 60004,TRUE,555.14,0.8,5.5,41.8,5.8,1,2.7444,1.7
17031803200,59,30,29,0,Census Tract 8032,5586,87.58,96330,132753,42.8,4.4,93,3445,803200,5586,60004,1500 N ARLINGTON HEIGHTS RD STE 1504  ARLINGTON HEIGHTS IL 60004,TRUE,1410.81,0.59,4.85,46.6,7.1,1.5,3.14947,7.4
17031803300,59,30,29,0,Census Tract 8033,5726,77.52,113558,127571,62.6,4.6,91.9,3446,803300,5726,60005,27 S VAIL AVE  ARLINGTON HEIGHTS IL 60005,TRUE,484.86,3.58,9.17,44.4,10,0.6,2.68562,6.1
17031803400,71,41,30,0,Census Tract 8034,6592,84.59,128063,158647,64.3,3.8,96.9,3447,803400,6592,60005,58 S ARLINGTON HEIGHTS RD  ARLINGTON HEIGHTS IL 60005,TRUE,1106.2,1.17,5.46,37.8,3,0.5,3.04383,2.2
17031803500,41,18,23,0,Census Tract 8035,5803,87.71,130933,149076,71.6,2,97.5,3448,803500,5803,60005,1100 W CENTRAL RD STE 205  ARLINGTON HEIGHTS IL 60005,TRUE,829.45,0.72,4.07,45.5,2.7,1.5,2.91879,4.7
17031803603,23,17,6,0,Census Tract 8036.03,6824,70.15,179123,218659,73.9,2.2,94.6,3449,803603,6824,60067,167 CAWDOR LN  INVERNESS IL 60067,TRUE,1564.21,1.04,22.73,45.9,1.3,0.9,3.1943,0.7
17031803604,16,16,0,0,Census Tract 8036.04,4209,76.72,82822,103867,53.1,8.1,90.9,3450,803604,4209,60067,1042 N THACKERAY DR  PALATINE IL 60067,TRUE,316.62,2.23,7.39,47.2,14.4,1.3,2.50054,12.8
17031803605,16,16,0,0,Census Tract 8036.05,7002,64.18,84722,113761,50.1,5.5,93.9,3451,803605,7002,60074,482 W ROSALIND RD  PALATINE IL 60074,TRUE,190.74,2.93,13.17,44.3,11.3,0,2.28043,6.1
17031803607,6,6,0,0,Census Tract 8036.07,4819,81.24,108373,119534,52.8,1.7,94,3443,803607,4819,60074,667 NEWKIRK LANE  PALATINE IL 60074,TRUE,822.34,1.2,6.08,38.1,10.3,1.1,2.91505,3.8
17031803608,52,45,6,1,Census Tract 8036.08,7544,67.25,87167,127608,57.1,6.8,91,3452,803608,7544,60074,746 W MERYLS CT  PALATINE IL 60074,TRUE,291.31,6.02,9.92,38.5,10.7,1.9,2.46435,10.9
17031803611,6,6,0,0,Census Tract 8036.11,5698,41.37,68319,74615,30,20.1,78.1,3453,803611,5698,60004,1724 W QUAIL CT  ARLINGTON HEIGHTS IL 60004,TRUE,1165.09,5.39,10.21,32.4,57.3,0.3,3.06636,18.7
17031803612,20,14,6,0,Census Tract 8036.12,3831,34.22,62917,68461,30.8,13,80.4,3454,803612,3831,60004,1724 W QUAIL CT  ARLINGTON HEIGHTS IL 60004,TRUE,544.2,9.03,7.73,30.3,53.5,3.2,2.73576,24.4
17031803613,0,0,0,0,Census Tract 8036.13,3434,23.88,63714,73987,16.2,45.9,79.4,3455,803613,3434,60074,1555 N RAND RD  PALATINE IL 60074,TRUE,544.97,2.39,7.25,31.1,84.4,1.6,2.73638,19.3
17031803614,0,0,0,0,Census Tract 8036.14,4422,32.79,45288,59145,25.2,30.8,71.9,3456,803614,4422,60074,1555 N RAND RD  PALATINE IL 60074,TRUE,594.52,5.34,9.32,29,55.6,1.1,2.77417,22.6
17031803615,0,0,0,0,Census Tract 8036.15,2752,62.5,73917,126324,53.6,3.1,91,3457,803615,2752,60067,793 N MORRISON AVE  PALATINE IL 60067,TRUE,977.65,4.98,19.62,33,10.8,0.5,2.99019,7.4
17031803616,0,0,0,0,Census Tract 8036.16,4635,68,83535,115497,51.7,5.4,94,3458,803616,4635,60067,793 N MORRISON AVE  PALATINE IL 60067,TRUE,840.6,4.51,11.97,31.5,19.1,0.2,2.92459,18.8
17031803701,10,10,0,0,Census Tract 8037.01,2707,76.69,85326,109632,50.5,9.7,97.7,3459,803701,2707,60067,96 W NORTHWEST HWY  PALATINE IL 60067,TRUE,610.27,1.4,9.94,41.9,9.1,2.2,2.78552,9.1
17031803702,10,10,0,0,Census Tract 8037.02,6376,74.28,124023,153204,63.8,2,98.3,3460,803702,6376,60067,484 W PARKSIDE DR  PALATINE IL 60067,TRUE,1846.67,1.43,13.75,42.6,5.6,1.2,3.26639,8.9
17031803800,16,16,0,0,Census Tract 8038,4522,79.43,108500,127405,43.2,7.2,97.6,3462,803800,4522,60067,251 E NORTHWEST HWY  PALATINE IL 60067,TRUE,1002.02,1.24,6.5,42.3,9.1,0.8,3.00088,4.6
17031803901,77,48,29,0,Census Tract 8039.01,3935,73.77,78608,95770,53.2,7.9,95.9,3463,803901,3935,60074,139 S LEONARD RD  PALATINE IL 60074,TRUE,769.95,2.16,10.9,46.4,8.5,1.8,2.88646,9.4
17031803902,2,2,0,0,Census Tract 8039.02,3429,76.29,96417,104030,28.2,7.9,92,3464,803902,3429,60005,3400 W STONEGATE BLVD APT 316  ARLINGTON HEIGHTS IL 60005,TRUE,1127.09,0.76,3.85,37.9,28.4,0.9,3.05196,1.9
17031804000,2,2,0,0,Census Tract 8040,4763,71.74,81804,94185,33,8.4,95.7,3465,804000,4763,60008,2802 COLEEN CT  ROLLING MEADOWS IL 60008,TRUE,1391.25,0.99,6.97,47.8,21,0.9,3.1434,5.9
17031804102,25,24,0,1,Census Tract 8041.02,7307,74.34,145938,187840,66.7,2.5,97.4,3461,804102,7307,60067,484 W PARKSIDE DR  PALATINE IL 60067,TRUE,1610.7,1,19,50.1,2.3,0.5,3.20702,3.5
