OID_,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OPTPer1000,Field2,LogDist,Field,HispDoub,BelowPovDo,AgeDoub,PovDoub,GEOID_1,Total_count,Optometry_count,Ophthalmology_count,Others_count,NAMESLAD,TotalPop,WhitePerc,Median_household_income,Mean_household_income,Bach_or_higher_perc,No_high_school_grad_perc,Percent_insured,index,TRACTCE_1,POPULATION_x,Clean_Zip,Full_Address,Optometry,Distances,BlackPerc,AsianPerc,Median_Age,HispPerc,PercVisionDisab,BelowPovertyPerc,Field1,STATEFP_1,COUNTYFP_1,TRACTCE_12,GEOID_12,NAME_1,NAMELSAD_1,MTFCC_1,FUNCSTAT_1,ALAND_1,AWATER_1,INTPTLAT_1,INTPTLON_1,Areas,Score,OtherScore,Area
145,17,031,200401,17031200401,2004.01,Census Tract 2004.01,G5020,S,402815.000000000000000,0.000000000000000,+41.9198285,-087.7375419,0.000534330750735,145,7.252322251080000,0,3.100000000000000,3.149640000000000,87.599999999999994,16.600000000000001,17031200401.000000000000000,3,2,1,0,Census Tract 2004.01,3743,16.590000000000000,64559,78410,12.000000000000000,28.899999999999999,77.500000000000000,2745,200401,3743,60639,4418 W DIVERSEY AVE  CHICAGO IL 60639,TRUE,1411.380000000000109,4.940000000000000,0.880000000000000,34.7,3.1,3.14964,16.6,335,17,31,200401,17031200401.000000000000000,2004.009999999999991,Census Tract 2004.01,G5020,S,402815,0.000000000000000,41.919828500000001,-87.737541899999997,402814.153899999975692,45.824242020000000,11.134864779999999,402814.153899999975692
146,17,031,220902,17031220902,2209.02,Census Tract 2209.02,G5020,S,330304.000000000000000,0.000000000000000,+41.9227112,-087.7218357,0.006421088205470,146,6.934126982570000,0,3.300000000000000,3.011450000000000,71.299999999999997,11.600000000000000,17031220902.000000000000000,22,19,3,0,Census Tract 2209.02,2959,31.460000000000001,69167,93966,34.200000000000003,16.699999999999999,92.200000000000003,2766,220902,2959,60647,2732 N MONTICELLO AVE  CHICAGO IL 60647,TRUE,1026.720000000000027,2.910000000000000,0.910000000000000,31.1,3.3,3.01145,11.6,336,17,31,220902,17031220902.000000000000000,2209.019999999999982,Census Tract 2209.02,G5020,S,330304,0.000000000000000,41.922711200000002,-87.721835700000000,330305.138800000015181,67.169956369999994,18.279095890000001,330305.138800000015181
147,17,031,210501,17031210501,2105.01,Census Tract 2105.01,G5020,S,313076.000000000000000,0.000000000000000,+41.9374013,-087.7223301,0.005344585091420,147,5.896942732710000,0,5.700000000000000,2.561010000000000,57.100000000000001,23.399999999999999,17031210501.000000000000000,26,19,7,0,Census Tract 2105.01,3555,44.890000000000001,54481,67241,34.200000000000003,21.199999999999999,87.299999999999997,2725,210501,3555,60618,3963 W BELMONT AVE UNIT 418  CHICAGO IL 60618,TRUE,363.920000000000016,3.850000000000000,3.120000000000000,34.8,5.7,2.56101,23.4,337,17,31,210501,17031210501.000000000000000,2105.010000000000218,Census Tract 2105.01,G5020,S,313076,0.000000000000000,41.937401299999998,-87.722330099999994,313077.635699999984354,114.100161299999996,27.507527679999999,313077.635699999984354
148,17,031,160601,17031160601,1606.01,Census Tract 1606.01,G5020,S,328030.000000000000000,0.000000000000000,+41.9593980,-087.7032936,0.004437869822490,148,6.414235207940000,0,1.500000000000000,2.785670000000000,34.299999999999997,9.300000000000001,17031160601.000000000000000,15,15,0,0,Census Tract 1606.01,3380,48.609999999999999,73796,90484,56.100000000000001,9.100000000000000,93.200000000000003,2692,160601,3380,60625,3057 W WILSON AVE APT 1  CHICAGO IL 60625,TRUE,610.470000000000027,4.230000000000000,5.890000000000000,36.6,1.5,2.78567,9.3,338,17,31,160601,17031160601.000000000000000,1606.009999999999991,Census Tract 1606.01,G5020,S,328030,0.000000000000000,41.959398000000000,-87.703293599999995,328031.906699999992270,120.351652000000001,33.276030499999997,328031.906699999992270
149,17,031,061901,17031061901,619.01,Census Tract 619.01,G5020,S,160305.000000000000000,0.000000000000000,+41.9432305,-087.6434679,0.006620689655170,149,5.393946150140000,0,1.200000000000000,2.342560000000000,11.400000000000000,18.100000000000001,17031061901.000000000000000,33,24,7,2,Census Tract 619.01,3625,72.829999999999998,54192,88531,72.799999999999997,1.800000000000000,97.900000000000006,2593,61901,3625,60657,450 W MELROSE ST UNIT 236 CHICAGO IL 60657,TRUE,220.069999999999993,5.600000000000000,9.789999999999999,35.2,1.2,2.34256,18.1,339,17,31,61901,17031061901.000000000000000,619.009999999999991,Census Tract 619.01,G5020,S,160305,0.000000000000000,41.943230499999999,-87.643467900000005,160305.816099999996368,244.330715700000013,59.506078580000000,160305.816099999996368
150,17,031,840800,17031840800,8408,Census Tract 8408,G5020,S,328679.000000000000000,0.000000000000000,+41.8408329,-087.7073710,0.001800720288120,150,6.589354646790000,0,2.300000000000000,2.861720000000000,97.299999999999997,32.100000000000001,17031840800.000000000000000,10,6,2,2,Census Tract 8408,3332,14.740000000000000,43807,54927,15.000000000000000,31.699999999999999,84.000000000000000,2951,840800,3332,60623,3624 W 26TH ST  CHICAGO IL 60623,TRUE,727.309999999999945,0.360000000000000,0.030000000000000,27.1,2.3,2.86172,32.1,340,17,31,840800,17031840800.000000000000000,8408.000000000000000,Census Tract 8408,G5020,S,328679,0.000000000000000,41.840832900000002,-87.707370999999995,328678.135300000023562,181.356935300000004,32.929360850000002,328678.135300000023562
151,17,031,030703,17031030703,307.03,Census Tract 307.03,G5020,S,198290.000000000000000,0.000000000000000,+41.9788749,-087.6578708,0.004878048780490,151,4.842030064120000,0,4.600000000000000,2.102870000000000,20.800000000000001,27.300000000000001,17031030703.000000000000000,22,15,7,0,Census Tract 307.03,3075,56.000000000000000,51750,84259,57.600000000000001,9.500000000000000,95.500000000000000,2480,30703,3075,60640,5320 N SHERIDAN RD UNIT 1502 CHICAGO IL 60640,TRUE,126.730000000000004,19.250000000000000,11.970000000000001,42.8,4.6,2.10287,27.3,341,17,31,30703,17031030703.000000000000000,307.029999999999973,Census Tract 307.03,G5020,S,198290,0.000000000000000,41.978874900000001,-87.657870799999998,198289.341199999995297,188.569700899999987,45.178116570000000,198289.341199999995297
152,17,031,081403,17031081403,814.03,Census Tract 814.03,G5020,S,331289.000000000000000,1429583.000000000000000,+41.8929908,-087.6209560,0.001727115716750,152,5.007170077160000,0,0.800000000000000,2.174590000000000,5.400000000000000,12.300000000000001,17031081403.000000000000000,97,17,80,0,Census Tract 814.03,9843,63.509999999999998,104447,157505,91.599999999999994,0.400000000000000,98.900000000000006,2646,81403,9843,60611,355 E OHIO ST UNIT 2509  CHICAGO IL 60611,TRUE,149.479999999999990,4.160000000000000,22.170000000000002,33.8,0.8,2.17459,12.3,342,17,31,81403,17031081403.000000000000000,814.029999999999973,Census Tract 814.03,G5020,S,331289,1429583.000000000000000,41.892990800000000,-87.620956000000007,1760868.962000000057742,128.388979500000005,25.627633060000001,1760868.962000000057742
153,17,031,030702,17031030702,307.02,Census Tract 307.02,G5020,S,22158.000000000000000,0.000000000000000,+41.9808148,-087.6545286,0.006471095772220,153,4.521590425790000,0,1.200000000000000,1.963700000000000,10.500000000000000,13.699999999999999,17031030702.000000000000000,22,15,7,0,Census Tract 307.02,2318,54.659999999999997,66016,95968,66.200000000000003,2.900000000000000,95.200000000000003,2479,30702,2318,60640,5455 N SHERIDAN RD #3915 CHICAGO IL 60640,TRUE,91.980000000000004,8.800000000000001,24.070000000000000,48.4,1.2,1.9637,13.7,343,17,31,30702,17031030702.000000000000000,307.019999999999982,Census Tract 307.02,G5020,S,22158,0.000000000000000,41.980814799999997,-87.654528600000006,22158.311880000001111,198.103456700000010,49.042509289999998,22158.311880000001111
154,17,031,440102,17031440102,4401.02,Census Tract 4401.02,G5020,S,627506.000000000000000,0.000000000000000,+41.7409356,-087.6011636,0.001101018442060,154,6.150674255230000,0,2.600000000000000,2.671200000000000,2.300000000000000,29.600000000000001,17031440102.000000000000000,7,4,3,0,Census Tract 4401.02,3633,0.720000000000000,37194,41659,21.899999999999999,13.500000000000000,85.200000000000003,3100,440102,3633,60619,8541 S COTTAGE GROVE AVE  CHICAGO IL 60619,TRUE,469.029999999999973,96.280000000000001,0.250000000000000,40.7,2.6,2.6712,29.6,344,17,31,440102,17031440102.000000000000000,4401.020000000000437,Census Tract 4401.02,G5020,S,627506,0.000000000000000,41.740935600000000,-87.601163600000007,627504.350399999995716,32.303311520000001,10.401991960000000,627504.350399999995716
155,17,031,440202,17031440202,4402.02,Census Tract 4402.02,G5020,S,781698.000000000000000,0.000000000000000,+41.7409599,-087.6097620,0.001134751773050,155,6.225385856760000,0,5.800000000000000,2.703650000000000,1.600000000000000,17.800000000000001,17031440202.000000000000000,7,4,3,0,Census Tract 4402.02,3525,0.600000000000000,31534,49258,31.800000000000001,9.699999999999999,93.099999999999994,3102,440202,3525,60619,8541 S COTTAGE GROVE AVE  CHICAGO IL 60619,TRUE,505.420000000000016,95.969999999999999,0.170000000000000,49.6,5.8,2.70365,17.8,345,17,31,440202,17031440202.000000000000000,4402.020000000000437,Census Tract 4402.02,G5020,S,781698,0.000000000000000,41.740959900000000,-87.609762000000003,781698.188800000003539,59.967801979999997,12.804430770000000,781698.188800000003539
156,17,031,830500,17031830500,8305,Census Tract 8305,G5020,S,3827807.000000000000000,285801.000000000000000,+41.8291246,-087.7193199,0.001814058956920,156,7.000854589340000,0,3.700000000000000,3.040430000000000,98.900000000000006,14.800000000000001,17031830500.000000000000000,12,8,2,2,Census Tract 8305,4410,13.080000000000000,40736,58189,10.500000000000000,42.600000000000001,82.700000000000003,2943,830500,4410,60623,3948 W 26TH ST  CHICAGO IL 60623,TRUE,1097.569999999999936,1.040000000000000,0.140000000000000,34.9,3.7,3.04043,14.8,351,17,31,830500,17031830500.000000000000000,8305.000000000000000,Census Tract 8305,G5020,S,3827807,285801.000000000000000,41.829124600000000,-87.719319900000002,4113606.325000000186265,106.838348999999994,23.668801009999999,4113606.325000000186265
157,17,031,840100,17031840100,8401,Census Tract 8401,G5020,S,332956.000000000000000,0.000000000000000,+41.8418308,-087.6392030,0.053813139650000,157,6.152555298540000,0,3.600000000000000,2.672020000000000,9.400000000000000,11.600000000000000,17031840100.000000000000000,170,163,8,0,Census Tract 8401,3029,23.309999999999999,60042,72254,27.100000000000001,17.500000000000000,89.700000000000003,2975,840100,3029,60616,2719 S PRINCETON AVE FL 1  CHICAGO IL 60616,TRUE,469.920000000000016,1.420000000000000,66.030000000000001,39.4,3.6,2.67202,11.6,352,17,31,840100,17031840100.000000000000000,8401.000000000000000,Census Tract 8401,G5020,S,332956,0.000000000000000,41.841830799999997,-87.639202999999995,332955.485400000005029,295.403886600000021,50.755047500000003,332955.485400000005029
158,17,031,840400,17031840400,8404,Census Tract 8404,G5020,S,977537.000000000000000,22800.000000000000000,+41.8339264,-087.6671616,0.009201543484710,158,5.802504717960000,0,1.900000000000000,2.520000000000000,39.299999999999997,13.699999999999999,17031840400.000000000000000,31,31,0,0,Census Tract 8404,3369,20.750000000000000,66958,77104,30.399999999999999,19.300000000000001,88.700000000000003,3902,840400,3369,60608,1620 W 32ND PL APT 2  CHICAGO IL 60608,TRUE,331.129999999999995,1.370000000000000,41.259999999999998,44.6,1.9,2.52,13.7,353,17,31,840400,17031840400.000000000000000,8404.000000000000000,Census Tract 8404,G5020,S,977537,22800.000000000000000,41.833926400000003,-87.667161600000000,1000344.685000000055879,252.584060399999998,47.083080780000003,1000344.685000000055879
159,17,031,839200,17031839200,8392,Census Tract 8392,G5020,S,650846.000000000000000,0.000000000000000,+41.8420108,-087.6220362,0.059294288832300,159,5.895239268100000,0,3.100000000000000,2.560270000000000,2.400000000000000,29.300000000000001,17031839200.000000000000000,170,163,8,0,Census Tract 8392,2749,10.949999999999999,40533,71707,49.000000000000000,9.300000000000001,95.500000000000000,3900,839200,2749,60616,3001 S MICHIGAN AVE APT 308 CHICAGO IL 60616,TRUE,363.300000000000011,64.709999999999994,16.920000000000002,44.3,3.1,2.56027,29.3,354,17,31,839200,17031839200.000000000000000,8392.000000000000000,Census Tract 8392,G5020,S,650846,0.000000000000000,41.842010799999997,-87.622036199999997,650849.013999999966472,320.594270900000026,58.685549739999999,650849.013999999966472
160,17,031,835500,17031835500,8355,Census Tract 8355,G5020,S,914014.000000000000000,0.000000000000000,+41.8163540,-087.6325395,0.005050505050510,160,7.133274758340000,0,4.300000000000000,3.097940000000000,2.200000000000000,54.299999999999997,17031835500.000000000000000,8,8,0,0,Census Tract 8355,1584,4.420000000000000,17454,27780,12.400000000000000,19.399999999999999,94.799999999999997,3036,835500,1584,60609,741 W 47TH PL  CHICAGO IL 60609,TRUE,1252.970000000000027,80.370000000000005,0.690000000000000,44.6,4.3,3.09794,54.3,356,17,31,835500,17031835500.000000000000000,8355.000000000000000,Census Tract 8355,G5020,S,914014,0.000000000000000,41.816353999999997,-87.632539499999993,914014.893500000005588,305.946075099999973,56.156529710000001,914014.893500000005588
161,17,031,070101,17031070101,701.01,Census Tract 701.01,G5020,S,532229.000000000000000,665646.000000000000000,+41.9295225,-087.6323247,0.006952769120120,161,5.016518164700000,0,1.000000000000000,2.178650000000000,8.000000000000000,12.400000000000000,17031070101.000000000000000,36,29,7,0,Census Tract 701.01,4171,79.450000000000003,81708,140011,78.599999999999994,3.100000000000000,96.099999999999994,2615,70101,4171,60614,2555 N. CLARK ST.  CHICAGO IL 60614,TRUE,150.889999999999986,2.690000000000000,9.250000000000000,32.2,1,2.17865,12.4,514,17,31,70101,17031070101.000000000000000,701.009999999999991,Census Tract 701.01,G5020,S,532229,665646.000000000000000,41.929522499999997,-87.632324699999998,1197874.293000000063330,151.814809999999994,35.646810170000002,1197874.293000000063330
162,17,031,110501,17031110501,1105.01,Census Tract 1105.01,G5020,S,791607.000000000000000,0.000000000000000,+41.9770023,-087.7619249,0.001253656498120,162,6.473382316840000,0,2.100000000000000,2.811350000000000,24.699999999999999,7.500000000000000,17031110501.000000000000000,6,6,0,0,Census Tract 1105.01,4786,60.490000000000002,95609,103518,42.299999999999997,8.900000000000000,92.799999999999997,2665,110501,4786,60630,5352 N MILWAUKEE AVE  CHICAGO IL 60630,TRUE,647.669999999999959,1.110000000000000,13.640000000000001,40.3,2.1,2.81135,7.5,515,17,31,110501,17031110501.000000000000000,1105.009999999999991,Census Tract 1105.01,G5020,S,791607,0.000000000000000,41.977002300000002,-87.761924899999997,791607.623699999996461,182.266659299999986,53.064057450000000,791607.623699999996461
163,17,031,030104,17031030104,301.04,Census Tract 301.04,G5020,S,110578.000000000000000,70440.000000000000000,+41.9972773,-087.6559864,0.000852030673104,163,5.700761012630000,0,1.200000000000000,2.475810000000000,8.500000000000000,30.399999999999999,17031030104.000000000000000,4,3,1,0,Census Tract 301.04,3521,57.909999999999997,36318,56029,52.500000000000000,11.699999999999999,90.400000000000006,2450,30104,3521,60660,1108 W GRANVILLE AVE  CHICAGO IL 60660,TRUE,299.089999999999975,11.080000000000000,18.940000000000001,21.7,1.2,2.47581,30.4,516,17,31,30104,17031030104.000000000000000,301.040000000000020,Census Tract 301.04,G5020,S,110578,70440.000000000000000,41.997277300000000,-87.655986400000003,181018.263999999995576,77.862175760000000,17.462610179999999,181018.263999999995576
164,17,031,081401,17031081401,814.01,Census Tract 814.01,G5020,S,281790.000000000000000,0.000000000000000,+41.8950347,-087.6197175,0.006778309409890,164,5.291951022820000,0,1.700000000000000,2.298270000000000,3.600000000000000,9.300000000000001,17031081401.000000000000000,97,17,80,0,Census Tract 814.01,2508,68.019999999999996,75278,158058,79.599999999999994,0.000000000000000,97.700000000000003,2644,81401,2508,60611,259 E ERIE ST SUITE 20-220 CHICAGO IL 60611,TRUE,198.729999999999990,5.140000000000000,17.190000000000001,49.8,1.7,2.29827,9.3,517,17,31,81401,17031081401.000000000000000,814.009999999999991,Census Tract 814.01,G5020,S,281790,0.000000000000000,41.895034699999997,-87.619717499999993,281792.840199999976903,370.483587399999976,74.983778470000004,281792.840199999976903
165,17,031,430102,17031430102,4301.02,Census Tract 4301.02,G5020,S,454086.000000000000000,542570.000000000000000,+41.7689528,-087.5638143,0.000644329896907,165,6.735355989200000,0,4.700000000000000,2.925130000000000,2.100000000000000,23.800000000000001,17031430102.000000000000000,3,2,1,0,Census Tract 4301.02,3104,2.670000000000000,42801,46602,30.399999999999999,7.300000000000000,90.700000000000003,3071,430102,3104,60649,7257 S JEFFERY BLVD  CHICAGO IL 60649,TRUE,841.639999999999986,91.269999999999996,0.480000000000000,45,4.7,2.92513,23.8,518,17,31,430102,17031430102.000000000000000,4301.020000000000437,Census Tract 4301.02,G5020,S,454086,542570.000000000000000,41.768952800000001,-87.563814300000004,996655.631300000008196,10.869809080000000,2.964067783000000,996655.631300000008196
166,17,031,430101,17031430101,4301.01,Census Tract 4301.01,G5020,S,327083.000000000000000,0.000000000000000,+41.7698532,-087.5739530,0.000488878024933,166,6.766647484970000,0,6.100000000000000,2.938720000000000,2.700000000000000,33.299999999999997,17031430101.000000000000000,3,2,1,0,Census Tract 4301.01,4091,1.660000000000000,22418,52714,19.800000000000001,8.900000000000000,91.700000000000003,3070,430101,4091,60649,7257 S JEFFERY BLVD  CHICAGO IL 60649,TRUE,868.399999999999977,93.890000000000001,0.100000000000000,35.2,6.1,2.93872,33.3,522,17,31,430101,17031430101.000000000000000,4301.010000000000218,Census Tract 4301.01,G5020,S,327083,0.000000000000000,41.769853200000000,-87.573953000000003,327084.450100000016391,47.475998679999996,9.770776138000000,327084.450100000016391
167,17,031,252101,17031252101,2521.01,Census Tract 2521.01,G5020,S,827450.000000000000000,24575.000000000000000,+41.8738812,-087.7698552,0.002663115845540,167,7.180208167860000,0,6.700000000000000,3.118320000000000,0.100000000000000,35.700000000000003,17031252101.000000000000000,4,4,0,0,Census Tract 2521.01,1502,2.400000000000000,0,59891,23.000000000000000,10.199999999999999,83.099999999999994,2887,252101,1502,60304,835 S RIDGELAND AVE  OAK PARK IL 60304,TRUE,1313.180000000000064,92.879999999999995,0.070000000000000,55,6.7,3.11832,35.7,527,17,31,252101,17031252101.000000000000000,2521.010000000000218,Census Tract 2521.01,G5020,S,827450,24575.000000000000000,41.873881200000000,-87.769855199999995,852023.265600000042468,219.651728700000007,43.670653870000002,852023.265600000042468
